"ConPhylum","Intercept2","Slope2","E2","TempPref","Intercept","Slope","E","GenusSpecies","ConGenus","ConFamily","ConOrder","ConClass","Superkingdom","GrowthRate","RateUnit","Optimum.Temp","TempUnit","AverageVolume","VolumeUnit","Sources","Notes","Author","Temp","arrhenius_tmp","lograte"
"360","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanococcoides methylutens","Methanococcoides","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.25e-05,"s^-1",32.5,"Celsius",3.14e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, patric, rrndb","438, 555, 7222, 12331, 13246, 17614, 18605, 18707, 18723","Madin",305.65,37.9549421699524,-11.289781913656
"361","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanococcus maripaludis","Methanococcus","Methanococcaceae","Methanococcales","Methanococci","Archaea",3.11e-05,"s^-1",35.429,"Celsius",1.97e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, mediadb, methanogen, microbe-directory, patric, protraits, rrndb","34, 555, 4493, 7854, 8027, 8622, 8772, 9077, 12331, 13248, 13249, 14214, 14530, 14592, 14654, 15495, 17416, 17417, 18560, 18608, 18701, 18707, 18718, 18723","Madin",308.579,37.5946777786108,-10.3783027387791
"362","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanococcus voltae","Methanococcus","Methanococcaceae","Methanococcales","Methanococci","Archaea",2.32e-05,"s^-1",38,"Celsius",5.61e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","503, 555, 4530, 12331, 13251, 15176, 18610, 18701, 18707, 18718, 18723","Madin",311.15,37.2840368768952,-10.671358279292
"363","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobacterium subterraneum","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",3.61e-05,"s^-1",39.931,"Celsius",4.26e-19,"m^3","The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ","pg.234","Hira",313.081,37.0540788941071,-10.2292176926254
"364","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobacterium arcticum","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.23e-06,"s^-1",37,"Celsius",8.58e-19,"m^3","engqvist, fierer, gold, methanogen","555, 2557, 12331, 18563","Madin",310.15,37.4042497960533,-13.0135089724922
"365","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanocorpusculum labreanum","Methanocorpusculum","Methanocorpusculaceae","Methanomicrobiales","Methanomicrobia","Archaea",6.3e-06,"s^-1",37,"Celsius",1.81e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","315, 555, 4892, 12331, 13252, 14511, 18613, 18701, 18707, 18718, 18723","Madin",310.15,37.4042497960533,-11.9749609245668
"366","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Palaeococcus pacificus","Palaeococcus","Thermococcaceae","Thermococcales","Thermococci","Archaea",2.73e-06,"s^-1",80,"Celsius",1.98e-18,"m^3","corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, rrndb","349, 555, 3113, 6131, 12331, 13474, 16975, 18723","Madin",353.15,32.8498600431713,-12.8112089487674
"367","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanocorpusculum sinense","Methanocorpusculum","Methanocorpusculaceae","Methanomicrobiales","Methanomicrobia","Archaea",4.81e-06,"s^-1",30,"Celsius",1.05e-18,"m^3","engqvist, gold, methanogen","555, 12331, 18612","Madin",303.15,38.2679468060232,-12.2448134738466
"368","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanoculleus bourgensis","Methanoculleus","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",4.82e-06,"s^-1",38.5,"Celsius",3.53e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, protraits, rrndb","49, 555, 5948, 7340, 12331, 13253, 16081, 18615, 18701, 18718, 18723","Madin",311.65,37.2242197152124,-12.2427366299018
"369","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Natronomonas pharaonis","Natronomonas","Halobacteriaceae","Halobacteriales","Halobacteria","Archaea",0.0001776,"s^-1",45.0786,"Celsius",1.12e-18,"m^3","The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ","pg.120","Hira",318.2286,36.4546997794854,-8.6359767274062
"370","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobrevibacter oralis","Methanobrevibacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",4.23e-06,"s^-1",37.25,"Celsius",1.27e-19,"m^3","engqvist, gold, methanogen","555, 12331, 18588","Madin",310.4,37.3741239505346,-12.3733085649061
"371","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosarcina flavescens","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",4.17e-06,"s^-1",43.75,"Celsius",3.53e-18,"m^3","engqvist, gold, methanogen, patric","555, 12331, 18670, 18707","Madin",316.9,36.607535734446,-12.3875945221536
"372","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanoculleus marisnigri","Methanoculleus","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",1.5e-05,"s^-1",22.75,"Celsius",2.3e-18,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","353, 555, 4980, 12331, 13254, 14516, 18619, 18701, 18707, 18718, 18723","Madin",295.9,39.2055697000539,-11.1074603568621
"373","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosarcina lacustris","Methanosarcina","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",2.73e-06,"s^-1",25,"Celsius",1.64e-17,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, rrndb","320, 555, 6407, 12331, 13269, 17530, 18672, 18723","Madin",298.15,38.9097034185676,-12.8112089487674
"374","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanoculleus submarinus","Methanoculleus","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",3.06e-05,"s^-1",44.7522,"Celsius",2.23e-18,"m^3","http://www.microbiologyresearch.org/docserver/fulltext/ijsem/65/7/2141_ijs000233.pdf?expires=1527082919&id=id&accname=guest&checksum=6D3AF1C0ABD8AB386AD26E5D0AF0D092",NA,"Hira",317.9022,36.4921289448325,-10.3945105490059
"375","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanolinea mesophila","Methanolinea","Methanoregulaceae","Methanomicrobiales","Methanomicrobia","Archaea",2.04e-06,"s^-1",37,"Celsius",3.33e-19,"m^3","engqvist, fierer, methanogen","555, 2567, 18641","Madin",310.15,37.4042497960533,-13.1025607501081
"376","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobacterium veterum","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",3.66e-06,"s^-1",28,"Celsius",7.53e-19,"m^3","corkrey, engqvist, fierer, gold, methanogen","408, 555, 2560, 12331, 18580","Madin",301.15,38.5220922272819,-12.518047410551
"377","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobacterium thermaggregans","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.34e-06,"s^-1",65,"Celsius",7.37e-19,"m^3","corkrey, engqvist, gold, methanogen","414, 555, 12331, 18578","Madin",338.15,34.3070473879815,-12.9653596285947
"378","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanofollis ethanolicus","Methanofollis","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",8.23e-07,"s^-1",37,"Celsius",1.64e-17,"m^3","gold, methanogen","12331, 18626","Madin",310.15,37.4042497960533,-14.0103096362693
"379","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Natrialba asiatica","Natrialba","Natrialbaceae","Natrialbales","Halobacteria","Archaea",0.00015685,"s^-1",45.1957,"Celsius",5.56e-19,"m^3","The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ","pg.122","Hira",318.3457,36.4412903150441,-8.76022062332759
"380","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanofollis tationis","Methanofollis","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",4.32e-06,"s^-1",38.5,"Celsius",2.83e-17,"m^3","corkrey, engqvist, gold, methanogen","489, 555, 12331, 18629","Madin",311.65,37.2242197152124,-12.3522551557083
"381","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobacterium flexile","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.99e-06,"s^-1",36.5,"Celsius",5.86e-19,"m^3","corkrey, engqvist, gold, methanogen","260, 555, 12331, 18569","Madin",309.65,37.4646474220763,-12.7202371705617
"382","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobacterium kanagiense","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",2.39e-06,"s^-1",40,"Celsius",4.48e-19,"m^3","corkrey, engqvist, gold, methanogen","351, 555, 12331, 18572","Madin",313.15,37.0459143357686,-12.9442171920209
"383","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanosphaerula palustris","Methanosphaerula","Methanoregulaceae","Methanomicrobiales","Methanomicrobia","Archaea",5.07e-06,"s^-1",30,"Celsius",2.88e-19,"m^3","engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 5012, 12331, 13277, 14862, 18682, 18701, 18707, 18718, 18723","Madin",303.15,38.2679468060232,-12.1921697403612
"384","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanocalculus halotolerans","Methanocalculus","Methanocalculaceae","Methanomicrobiales","Methanomicrobia","Archaea",5.38e-06,"s^-1",38,"Celsius",1.05e-18,"m^3","corkrey, engqvist, gold, methanogen","468, 555, 12331, 18591","Madin",311.15,37.2840368768952,-12.1328221837906
"385","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanohalophilus levihalophilus","Methanohalophilus","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",3.78e-06,"s^-1",35,"Celsius",6.43e-19,"m^3","corkrey, engqvist, methanogen","215, 555, 18637","Madin",308.15,37.6470163045463,-12.4857865483328
"386","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanohalophilus portucalensis","Methanohalophilus","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.61e-05,"s^-1",36.6892,"Celsius",2.15e-18,"m^3","The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ","pg.251","Hira",309.8392,37.4417700350567,-11.0366912859739
"387","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanolacinia paynteri","Methanolacinia","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",9.67e-06,"s^-1",38,"Celsius",7.54e-19,"m^3","corkrey, engqvist, gold, methanogen, patric","324, 555, 12331, 18640, 18707","Madin",311.15,37.2840368768952,-11.5464822484991
"388","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanoregula boonei","Methanoregula","Methanoregulaceae","Methanomicrobiales","Methanomicrobia","Archaea",1.44e-06,"s^-1",36.333,"Celsius",1.49e-19,"m^3","engqvist, fierer, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","555, 2570, 4903, 12331, 13260, 14617, 18661, 18701, 18707, 18718, 18723","Madin",309.483,37.4848637057478,-13.4508674443764
"389","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanocaldococcus indicus","Methanocaldococcus","Methanocaldococcaceae","Methanococcales","Methanococci","Archaea",4.25e-06,"s^-1",85,"Celsius",8.38e-18,"m^3","engqvist, gold, methanogen","555, 12331, 18596","Madin",358.15,32.3912552680328,-12.3685915750279
"390","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanolobus bombayensis","Methanolobus","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.29e-05,"s^-1",37,"Celsius",1.57e-18,"m^3","corkrey, engqvist, gold, methanogen","316, 555, 12331, 18643","Madin",310.15,37.4042497960533,-11.2582832465966
"391","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanolobus oregonensis","Methanolobus","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",7.89e-06,"s^-1",36,"Celsius",1.57e-18,"m^3","corkrey, engqvist, gold, methanogen","424, 555, 12331, 18644","Madin",309.15,37.525240414834,-11.7499144231065
"392","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanolobus psychrophilus","Methanolobus","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.64e-05,"s^-1",18,"Celsius",1.04e-18,"m^3","corkrey, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, rrndb","323, 5652, 12331, 13258, 16159, 18646, 18701, 18723","Madin",291.15,39.845193454391,-11.0182292231341
"393","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanothermus fervidus","Methanothermus","Methanothermaceae","Methanobacteriales","Methanobacteria","Archaea",1.29e-06,"s^-1",83.25,"Celsius",1.81e-19,"m^3","corkrey, engqvist, genbank, gold, jemma-refseq, kegg, methanogen, microbe-directory, patric, protraits, rrndb","419, 555, 5097, 12331, 13282, 15269, 18696, 18701, 18707, 18718, 18723","Madin",356.4,32.550303238625,-13.5608683395907
"394","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobrevibacter cuticularis","Methanobrevibacter","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",1.69e-06,"s^-1",37,"Celsius",1.34e-19,"m^3","engqvist, gold, methanogen","555, 12331, 18584","Madin",310.15,37.4042497960533,-13.2907820290293
"395","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanogenium frigidum","Methanogenium","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",4.53e-06,"s^-1",15,"Celsius",6.63e-18,"m^3","corkrey, engqvist, gold, methanogen, protraits","268, 555, 12331, 18631, 18718","Madin",288.15,40.2600314913966,-12.3047886184693
"396","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Halorubrum saccharovorum","Halorubrum","Haloferacaceae","Haloferacales","Halobacteria","Archaea",0.00014953,"s^-1",44.9874,"Celsius",7.04e-19,"m^3","The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ","pg.118","Hira",318.1374,36.4651501968833,-8.80801351636852
"397","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Haloterrigena turkmenica","Haloterrigena","Natrialbaceae","Natrialbales","Halobacteria","Archaea",0.00019879,"s^-1",51.0409,"Celsius",2.98e-18,"m^3","The Prokaryotes: Volume 3: Archaea. Bacteria: Firmicutes, Actinomycetes (vol 3)  by Ralph S. Wolfe (auth.), Martin Dworkin Professor Dr., Stanley Falkow, Eugene Rosenberg, Karl-Heinz Schleifer, Erko Stackebrandt (eds.) ","pg.126","Hira",324.1909,35.7842495709964,-8.52326156681784
"398","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanomethylovorans thermophila","Methanomethylovorans","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.74e-06,"s^-1",50,"Celsius",1.39e-18,"m^3","corkrey, engqvist, methanogen","430, 555, 18653","Madin",323.15,35.8995143872689,-13.2616254447378
"399","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanococcoides alaskense","Methanococcoides","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",3.53e-05,"s^-1",23.6,"Celsius",4.71e-18,"m^3","corkrey, engqvist, gold, methanogen","462, 555, 12331, 18603","Madin",296.75,39.0932706798515,-10.251627594025
"400","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanobacterium movilense","Methanobacterium","Methanobacteriaceae","Methanobacteriales","Methanobacteria","Archaea",9.87e-07,"s^-1",33,"Celsius",1.17e-18,"m^3","engqvist, methanogen","555, 18574","Madin",306.15,37.8929546766158,-13.8285957975129
"401","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanoculleus receptaculi","Methanoculleus","Methanomicrobiaceae","Methanomicrobiales","Methanomicrobia","Archaea",2.67e-06,"s^-1",52.5,"Celsius",2.05e-18,"m^3","corkrey, engqvist, gold, methanogen","46, 555, 12331, 18621","Madin",325.65,35.6239154744233,-12.8334320855521
"402","Euryarchaeota",-9.05136541834286,-0.0772543923316344,0.0772543923316344,"Mesophile",-7.375053281,-0.122404031,0.122404031,"Methanimicrococcus blatticola","Methanimicrococcus","Methanosarcinaceae","Methanosarcinales","Methanomicrobia","Archaea",1.66e-05,"s^-1",39,"Celsius",5.36e-19,"m^3","corkrey, engqvist, gold, methanogen","436, 555, 12331, 18656","Madin",312.15,37.1645941830721,-11.0061078626018
