GenusSpecies,ConGenus,ConFamily,ConOrder,ConClass,ConPhylum,Superkingdom,GrowthRate,RateUnit,OptimumTemp,TempUnit,AverageVolume,VolumeUnit,Sources,Notes
Rhodothermus marinus,Rhodothermus,Rhodothermaceae,Bacteroidetes Order II. Incertae sedis,NA,Bacteroidetes,Bacteria,2.01E-06,s^-1,68,Celsius,1.77E-18,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","222, 555, 5352, 7535, 12331, 13655, 15054, 15517, 18701, 18707, 18718, 18723"
Rickettsia typhi,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria,4.15E-06,s^-1,34,Celsius,1.09E-19,m^3,"genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","4957, 7661, 8160, 12331, 13666, 14238, 15700, 15705, 18701, 18707, 18718, 18723, 18942"
Rubrobacter radiotolerans,Rubrobacter,Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Actinobacteria,Bacteria,3.14E-05,s^-1,50.2169,Celsius,1.62E-18,m^3,https://books.google.co.uk/books?id=66UMS7A2KisC&pg=PA2006&lpg=PA2006&dq=Rubrobacter+xylanophilus+cell+volume&source=bl&ots=_8IUoOsVAb&sig=ISGSN_kQXz9eLGaLTAua_OkTDaI&hl=en&sa=X&ved=0ahUKEwij1MrJ1YrbAhUJXMAKHdoNCm84ChDoAQgvMAE#v=onepage&q=Rubrobacter%20xylanophilus%20cell%20volume&f=false,pg. 2008 of Bergey’s Manual of Systematic Bacteriology Volume 5: The Actinobacteria
Rubrobacter taiwanensis,Rubrobacter,Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Actinobacteria,Bacteria,6.58E-06,s^-1,60,Celsius,1.25E-18,m^3,"corkrey, engqvist, fierer, gold, bergeys","354, 555, 3645, 12331"
Rubrobacter xylanophilus,Rubrobacter,Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Actinobacteria,Bacteria,5.99E-05,s^-1,60.1472,Celsius,1.27E-18,m^3,https://books.google.co.uk/books?id=66UMS7A2KisC&pg=PA2006&lpg=PA2006&dq=Rubrobacter+xylanophilus+cell+volume&source=bl&ots=_8IUoOsVAb&sig=ISGSN_kQXz9eLGaLTAua_OkTDaI&hl=en&sa=X&ved=0ahUKEwij1MrJ1YrbAhUJXMAKHdoNCm84ChDoAQgvMAE#v=onepage&q=Rubrobacter%20xylanophilus%20cell%20volume&f=false,pg. 2008 of Bergey’s Manual of Systematic Bacteriology Volume 5: The Actinobacteria
Ruminiclostridium thermocellum,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,4.81E-06,s^-1,60,Celsius,1.00E-18,m^3,"corkrey, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","16, 4549, 7809, 8064, 8590, 12331, 13688, 14513, 15827, 18701, 18707, 18718, 18723"
Salinisphaera hydrothermalis,Salinisphaera,Salinisphaeraceae,Salinisphaerales,Gammaproteobacteria,Proteobacteria,Bacteria,4.13E-05,s^-1,32.5,Celsius,9.63E-20,m^3,"corkrey, engqvist, fierer, gold","127, 555, 3726, 12331"
Salmonella enterica,Salmonella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria,0.000209,s^-1,39.9335,Celsius,4.32E-18,m^3,Size:http://cmr.asm.org/content/26/2/308.long; Mass:http://www.pnas.org/content/105/44/16994,Size of Salmonella enterica serovar Typhimurium: http://www.salmonella.org/info.html
Scenedesmus acuminatus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Phytoplankton,9.95E-06,s^-1,27.5,Celsius,1.75E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Scenedesmus acutus,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Phytoplankton,8.68E-06,s^-1,27.5,Celsius,1.72E-16,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Scenedesmus quadricauda,Scenedesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Phytoplankton,2.89E-06,s^-1,32,Celsius,2.76E-16,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Scrippsiella trochoidea,Scrippsiella,Peridiniaceae,Peridiniales,Dinophyceae,,Phytoplankton,5.44E-06,s^-1,16.5,Celsius,8.47E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Selenomonas bovis,Selenomonas,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,2.24E-05,s^-1,39,Celsius,5.78E-18,m^3,"corkrey, engqvist, fierer, gold, microbe-directory","190, 555, 3760, 12331, 18701"
Shewanella donghaensis,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,0.00011769,s^-1,17,Celsius,3.43E-19,m^3,"corkrey, fierer, gold","334, 3781, 12331"
Shewanella gelidimarina,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,0.0001176,s^-1,15.9,Celsius,6.92E-19,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/47/4/ijs-47-4-1040.pdf?expires=1526993475&id=id&accname=guest&checksum=C762647EEFD31431F488074CDAC07BB4,
Shewanella profunda,Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria,0.000128361,s^-1,27.5,Celsius,7.92E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur","525, 555, 3793, 12331"
Skeletonema costatum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Bacillariophyta,Phytoplankton,1.90E-05,s^-1,27.5,Celsius,3.17E-16,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Skeletonema japonicum,Skeletonema,Skeletonemataceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,Phytoplankton,1.89E-05,s^-1,25,Celsius,3.27E-16,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Skeletonema menzellii,Skeletonema,Skeletonemataceae,Thalassiosirales,Coscinodiscophyceae,Bacillariophyta,Phytoplankton,2.99E-05,s^-1,35,Celsius,5.65E-17,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Skeletonema tropicum,Skeletonema,Skeletonemaceae,Thalassiosirales,Bacillariophyceae,Bacillariophyta,Phytoplankton,2.41E-05,s^-1,25,Celsius,2.50E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Sodalis glossinidius,Sodalis,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,4.72E-06,s^-1,25,Celsius,8.08E-18,m^3,"bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","1, 555, 4480, 7863, 12331, 13748, 14355, 18701, 18707, 18718, 18723, 18949"
Sorangium cellulosum,Sorangium,Polyangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,Bacteria,1.22E-05,s^-1,28,Celsius,4.06E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","555, 4988, 7652, 8164, 12331, 13752, 14673, 16573, 18701, 18707, 18718, 18723, 18950"
Sphaerochaeta globosa,Sphaerochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,5.45E-06,s^-1,28.333,Celsius,3.19E-18,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","130, 555, 3837, 5290, 12331, 13755, 15355, 18701, 18707, 18718, 18723"
Sphaerochaeta pleomorpha,Sphaerochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,7.63E-06,s^-1,25.833,Celsius,3.30E-18,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, protraits, rrndb","130, 555, 3837, 5574, 12331, 13756, 15576, 18701, 18718, 18723"
Sphaerospermopsis aphanizomenoides,Sphaerospermopsis,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,4.05E-06,s^-1,27,Celsius,5.48E-17,m^3,https://www.researchgate.net/publication/283282292_Morphological_and_ecological_characteristics_of_potentially_toxic_invasive_cyanobacterium_Sphaerospermopsis_aphanizomenoides_Forti_Zapomelova_Jezberova_Hrouzek_Hisem_Rehakova_Komarkova_Nostocales_Cyan,"Vegetative cell size; Aphanizomenon aphanizomenoides �?Name in Consumer column, avergae length of vegetative cell size"
Sphingopyxis alaskensis,Sphingopyxis,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,Bacteria,2.92E-05,s^-1,7,Celsius,2.24E-19,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","555, 4805, 12331, 13768, 14400, 18701, 18707, 18718, 18723, 18951"
Spirochaeta cellobiosiphila,Spirochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetes,Bacteria,3.12E-05,s^-1,37,Celsius,1.41E-18,m^3,"corkrey, engqvist, fierer, gold, protraits","100, 555, 3925, 12331, 18718"
Spirulina platensis,Spirulina,Pseudoanabaenaceae,Oscillatoriales,Cyanophyceae,Cyanophyta,Bacteria,1.64E-06,s^-1,32,Celsius,4.06E-15,m^3,http://www.scielo.br/pdf/cta/v33s1/v33s1a26.pdf,"pg.180, or 5-6um as stated in https://www.researchgate.net/publication/259503619_SPIRULINA_PLATENSIS_-_FOOD_FOR_FUTURE_A_REVIEW"
Spongiibacter marinus,Spongiibacter,Spongiibacteraceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria,Bacteria,1.30E-05,s^-1,28.333,Celsius,6.09E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur","227, 555, 2534, 3934, 12331"
Sporanaerobacter acetigenes,Sporanaerobacter,NA,Tissierellales,Tissierellia,Firmicutes,Bacteria,2.48E-05,s^-1,40,Celsius,6.12E-19,m^3,"corkrey, engqvist, gold, pasteur","131, 555, 12331"
Sporomusa acidovorans,Sporomusa,Sporomusaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,7.97E-06,s^-1,35,Celsius,2.68E-18,m^3,"corkrey, engqvist, gold","490, 555, 12331"
Sporomusa silvacetica,Sporomusa,Sporomusaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,6.88E-06,s^-1,30,Celsius,1.26E-18,m^3,"corkrey, engqvist, gold","132, 555, 12331"
Staphylococcus aureus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,0.00059571,s^-1,34.79719322,Celsius,9.16E-19,m^3,Size:https://www.ecmjournal.org/papers/vol004/pdf/v004a04.pdf; Mass:http://www.pnas.org/content/105/44/16994,
Staphylococcus xylosus,Staphylococcus,Staphylococcaceae,Bacillales,Bacilli,Firmicutes,Bacteria,0.00061077,s^-1,27.82093223,Celsius,5.86E-19,m^3,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.420
Staurastrum anatinum,Staurastrum,Desmidiaceae,Zygnematales,Zygnematophyceae,Streptophyta,Phytoplankton,3.36E-06,s^-1,20,Celsius,1.13E-14,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Staurastrum avicula,Staurastrum,Desmidiaceae,Zygnematales,Zygnematophyceae,Streptophyta,Phytoplankton,5.21E-06,s^-1,28,Celsius,1.68E-14,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Staurastrum chaetoceras,Staurastrum,Desmidiaceae,Zygnematales,Zygnematophyceae,Streptophyta,Phytoplankton,9.95E-06,s^-1,28,Celsius,4.60E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Staurastrum cingulum,Staurastrum,Desmidiaceae,Zygnematales,Zygnematophyceae,Streptophyta,Phytoplankton,7.64E-06,s^-1,30,Celsius,6.40E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Staurastrum pingue,Staurastrum,Desmidiaceae,Desmidiales,Zygnemophyceae,Charophyta,Phytoplankton,8.70E-06,event / (individual * second),25,Celsius,5.10E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Staurastrum planctonicum,Staurastrum,Desmidiaceae,Zygnematales,Zygnematophyceae,Streptophyta,Phytoplankton,9.84E-06,s^-1,30,Celsius,7.80E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Staurodesmus cuspidatus,Staurodesmus,Desmidiaceae,Zygnematales,Zygnematophyceae,Streptophyta,Phytoplankton,4.63E-06,s^-1,25,Celsius,5.10E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Stellarima microtrias,Stellarima,Coscinodiscaceae,Coscinodiscales,Bacillariophyceae,Bacillariophyta,Phytoplankton,6.83E-06,s^-1,4,Celsius,5.39E-14,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Streptococcus agalactiae,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,7.41E-05,s^-1,37,Celsius,7.63E-19,m^3,"bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","1, 555, 4419, 7914, 7976, 8666, 8727, 9116, 9175, 9439, 9686, 9737, 9883, 9926, 10038, 10080, 10181, 10221, 10298, 10336, 10399, 10431, 10513, 10562, 10591, 10637, 10669, 10711, 4576, 11001, 11023, 11114, 11138, 11227, 11246, 11260, 11280, 4607, 12220, 12221, 12222, 12223, 12224, 12225, 12226, 12227, 12228, 12229, 12230, 12231, 12232, 12233, 12234, 12235, 12236, 12237, 12238, 12239, 12240, 12241, 12242, 12243, 12244, 12245, 12246, 12247, 12248, 12249, 12250, 12251, 12252, 12253, 12255, 12256, 12257, 12258, 12259, 12260, 12261, 12262, 12263, 12264, 12265, 12331, 13818, 14143, 14155, 14317, 16127, 16210, 16518, 16558, 16559, 16560, 16951, 17181, 17249, 17250, 18540, 18701, 18707, 18718, 18749, 18723, 18955"
Streptococcus mutans,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,5.39E-05,s^-1,29.593,Celsius,2.56E-19,m^3,"bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","1, 555, 4546, 7812, 8061, 8593, 8790, 9059, 9226, 4607, 12331, 13828, 14151, 15112, 15980, 16077, 17505, 18701, 18707, 18718, 18723, 18956"
Streptococcus pneumoniae,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,6.73E-05,s^-1,35.958,Celsius,7.02E-19,m^3,"bacdive-microa, corkrey, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, pasteur, patric, protraits, rrndb, silva, bergeys","1, 30, 555, 4394, 7938, 7952, 8690, 8704, 9138, 9153, 9459, 9474, 9703, 9717, 9901, 9913, 10053, 10068, 10195, 10209, 10311, 10324, 10410, 10422, 10492, 10503, 10570, 10582, 10647, 10659, 4607, 10729, 10781, 10792, 10840, 10850, 10892, 10901, 10936, 10947, 10987, 5131, 11073, 11151, 12307, 12331, 13831, 14111, 14113, 14452, 14697, 14729, 14773, 14882, 14911, 14912, 14913, 14914, 15184, 15231, 15232, 15966, 15967, 15968, 15981, 16124, 16206, 16490, 16491, 16492, 16493, 16732, 18558, 18707, 18718, 18723, 18957"
Streptococcus pyogenes,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,0.000141056,s^-1,34.889,Celsius,4.42E-19,m^3,"bacdive-microa, engqvist, genbank, gold, jemma-refseq, kegg, masonmm, microbe-directory, pasteur, patric, protraits, rrndb, silva, bergeys","1, 555, 4407, 7926, 7964, 8678, 8716, 9127, 9164, 9448, 9484, 9694, 9728, 9892, 9920, 10045, 10074, 10187, 10216, 10303, 10331, 10404, 10428, 10486, 10509, 10565, 10588, 10641, 10666, 10713, 10797, 10835, 10855, 10889, 10904, 10984, 11000, 11024, 4576, 11060, 11076, 11100, 11113, 11140, 4607, 11190, 11214, 11247, 11259, 11281, 11290, 11312, 11321, 11336, 11346, 12126, 12129, 12130, 12135, 12331, 13832, 14104, 14131, 14141, 14169, 14236, 14301, 14302, 14394, 14395, 14396, 14397, 14536, 14819, 15692, 15913, 15956, 16207, 16361, 16598, 17206, 18559, 18701, 18707, 18718, 18723, 18958"
Streptococcus salivarius,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,0.00059233,s^-1,45.0524,Celsius,3.52E-19,m^3,https://books.google.co.uk/books?id=hPjpBwAAQBAJ&pg=PA114&dq=S.+salivarius+cell+diameter&hl=en&sa=X&ved=0ahUKEwjC0pCfkYrbAhXqK8AKHcGIB38Q6AEILDAB#v=onepage&q=S.%20salivarius%20cell%20diameter&f=false,pg. 114 of reference
Streptococcus thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,0.00064914,s^-1,39.91,Celsius,2.81E-19,m^3,Size:https://www.sciencedirect.com/topics/immunology-and-microbiology/streptococcus-thermophilus; Mass:http://www.pnas.org/content/105/44/16994,
Stygiolobus azoricus,Stygiolobus,Sulfolobaceae,Sulfolobales,Thermoprotei,Crenarchaeota,Archaea,6.69E-05,s^-1,80.0214,Celsius,1.56E-18,m^3,http://www.microbiologyresearch.org/docserver/fulltext/ijsem/41/4/ijs-41-4-495.pdf?expires=1527182331&id=id&accname=guest&checksum=029551415D53238C48C8655C4B176E60,
Sulfobacillus thermosulfidooxidans,Sulfobacillus,Clostridiales Family XVII. Incertae Sedis,Clostridiales,Clostridia,Firmicutes,Bacteria,8.16E-06,s^-1,50,Celsius,1.26E-18,m^3,"corkrey, engqvist, gold, microbe-directory, patric, bergeys","140, 555, 12331, 18701, 18707"
Sulfobacillus thermotolerans,Sulfobacillus,Clostridiales Family XVII. Incertae Sedis,Clostridiales,Clostridia,Firmicutes,Bacteria,9.19E-05,s^-1,39.9662,Celsius,2.63E-18,m^3,"Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes, pg.1184",
Sulfolobus acidocaldarius,Sulfolobus,Sulfolobaceae,Sulfolobales,Thermoprotei,Crenarchaeota,Archaea,9.86E-07,s^-1,74.375,Celsius,7.63E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva, bergeys","18, 555, 4798, 7696, 8135, 8532, 11299, 12331, 13863, 14292, 16319, 16320, 16799, 18701, 18707, 18718, 18723, 18961"
Sulfolobus solfataricus,Sulfolobus,Sulfolobaceae,Sulfolobales,Thermoprotei,Crenarchaeota,Archaea,3.70E-07,s^-1,80.7,Celsius,2.87E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 4565, 7796, 8076, 8579, 8799, 9050, 12331, 13865, 14108, 16019, 17611, 17612, 17613, 18701, 18707, 18718, 18723, 18962"
Sulfophobococcus zilligii,Sulfophobococcus,Desulfurococcaceae,Desulfurococcales,Thermoprotei,Crenarchaeota,Archaea,4.53E-07,s^-1,85,Celsius,6.70E-17,m^3,"corkrey, engqvist, gold, bergeys","395, 555, 12331"
Sulfurihydrogenibium azorense,Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae,Bacteria,2.76E-06,s^-1,68,Celsius,2.07E-19,m^3,"corkrey, engqvist, fierer, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb","168, 555, 4089, 4727, 12331, 13869, 14915, 18701, 18707, 18718, 18723"
Sulfurihydrogenibium kristjanssonii,Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae,Bacteria,0.00012366,s^-1,68.0546,Celsius,3.60E-19,m^3,https://www.researchgate.net/publication/5401401_Sulfurihydrogenibium_kristjanssonii_sp_nov_a_hydrogen-_and_sulfur-oxidizing_thermophile_isolated_from_a_terrestrial_Icelandic_hot_spring,
Sulfurihydrogenibium rodmanii,Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae,Bacteria,3.69E-06,s^-1,75,Celsius,3.60E-19,m^3,"bacdive-microa, corkrey, engqvist, fierer, gold","1, 178, 555, 4091, 12331"
Sulfurihydrogenibium subterraneum,Sulfurihydrogenibium,Hydrogenothermaceae,Aquificales,Aquificae,Aquificae,Bacteria,7.61E-06,s^-1,65,Celsius,2.35E-19,m^3,"corkrey, engqvist, gold","175, 555, 12331"
Sulfurimonas paralvinellae,Sulfurimonas,Helicobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria,5.87E-06,s^-1,30,Celsius,6.80E-19,m^3,"corkrey, engqvist, fierer, gold","288, 555, 4093, 12331"
Sulfurivirga caldicuralii,Sulfurivirga,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Proteobacteria,Bacteria,1.93E-05,s^-1,52.5,Celsius,2.94E-19,m^3,"bacdive-microa, corkrey, engqvist, fierer, gold","1, 80, 555, 4094, 12331"
Synechococcus elongatus,Synechococcus,Chroococcaceae,Chroococcales,Cyanophyceae,Cyanobacteria,Bacteria,1.05E-05,s^-1,35,Celsius,4.00E-18,m^3,,
Synechococcus lividus,Synechococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanophyta,Bacteria,4.19E-05,s^-1,55,Celsius,1.80E-18,m^3,"http://kirschner.med.harvard.edu/files/bionumbers/Nucleic%20acid%20contents,%20observed%20and%20predicted%20burst%20sizes%20for%20a%20range%20of%20algae%20and%20viruses.pdf",length info: https://www.researchgate.net/publication/230475979_The_effects_of_some_ecological_factors_on_cell_size_of_the_hot_spring_alga_Synechococcus_lividus_Cyanophyta
Syntrophobacter fumaroxidans,Syntrophobacter,Syntrophobacteraceae,Syntrophobacterales,Deltaproteobacteria,Proteobacteria,Bacteria,6.05E-07,s^-1,37,Celsius,2.43E-18,m^3,"engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, silva","555, 4732, 12331, 13894, 14457, 18701, 18707, 18718, 18723, 18968"
Syntrophothermus lipocalidus,Syntrophothermus,Syntrophomonadaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,9.27E-07,s^-1,55,Celsius,4.53E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","252, 555, 5156, 12331, 13897, 15178, 18701, 18707, 18718, 18723"
Tepidibacter formicigenes,Tepidibacter,Peptostreptococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,0.000126091,s^-1,45,Celsius,1.88E-18,m^3,"corkrey, engqvist, fierer, gold","214, 555, 4129, 12331"
Tepidimicrobium xylanilyticum,Tepidimicrobium,NA,NA,Tissierellia,Firmicutes,Bacteria,2.94E-06,s^-1,60,Celsius,1.21E-18,m^3,"corkrey, engqvist, fierer, gold, bergeys","197, 555, 4133, 12331"
Thalassionema nitzschioides,Thalassionema,Thalassionemataceae,Thalassionematales,Bacillariophyceae,Bacillariophyta,Phytoplankton,2.05E-05,s^-1,24,Celsius,4.24E-16,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Thalassiosira eccentrica,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,Phytoplankton,1.16E-05,s^-1,16,Celsius,2.98E-13,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Thalassiosira nordenskioeldii,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,Phytoplankton,1.44E-05,s^-1,10,Celsius,6.95E-15,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Thalassiosira pseudonana,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,Phytoplankton,3.73E-05,s^-1,24,Celsius,8.42E-17,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Thalassiosira rotula,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,Phytoplankton,2.47E-05,s^-1,16,Celsius,3.78E-14,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Thalassiosira weissflogii,Thalassiosira,Thalassiosiraceae,Thalassiosirales,Mediophyceae,Bacillariophyta,Phytoplankton,2.74E-05,s^-1,29,Celsius,6.54E-16,m^3,https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/12-2060.1 (BioTraits),
Thalassobaculum salexigens,Thalassobaculum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria,2.65E-05,s^-1,30,Celsius,5.26E-19,m^3,"corkrey, engqvist, fierer, gold, pasteur, protraits","232, 555, 4164, 12331, 18718"
Thermacetogenium phaeum,Thermacetogenium,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,8.40E-06,s^-1,57.9109,Celsius,2.50E-18,m^3,Bergey's Manual of Systematic Bacteriology: Volume 3: The Firmicutes,pg.1256
Thermaerobacter marianensis,Thermaerobacter,Clostridiales Family XVII. Incertae Sedis,Clostridiales,Clostridia,Firmicutes,Bacteria,1.27E-07,s^-1,75,Celsius,6.92E-19,m^3,"corkrey, engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb, bergeys","138, 555, 5164, 12331, 13914, 15305, 18701, 18707, 18718, 18723"
Thermaerobacter subterraneus,Thermaerobacter,Clostridiales Family XVII. Incertae Sedis,Clostridiales,Clostridia,Firmicutes,Bacteria,4.01E-06,s^-1,70,Celsius,4.17E-19,m^3,"corkrey, engqvist, gold, microbe-directory, patric","207, 555, 12331, 18701, 18707"
Thermanaeromonas toyohensis,Thermanaeromonas,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,6.26E-07,s^-1,70,Celsius,6.79E-19,m^3,"corkrey, engqvist, gold","476, 555, 12331"
Thermanaerovibrio velox,Thermanaerovibrio,Synergistaceae,Synergistales,Synergistia,Synergistetes,Bacteria,1.91E-07,s^-1,62.5,Celsius,6.10E-19,m^3,"corkrey, engqvist, gold, microbe-directory, protraits","473, 555, 12331, 18701, 18718"
Thermoanaerobacter ethanolicus,Thermoanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria,3.57E-06,s^-1,66.25,Celsius,1.38E-18,m^3,"corkrey, engqvist, gold, microbe-directory, patric, protraits, bergeys","376, 555, 12331, 18701, 18707, 18718"
